sekolah_id,nama,npsn,bentuk_pendidikan,jenjang,alamat_jalan,kode_desa_kelurahan,desa_kelurahan,kode_kecamatan,kecamatan,kode_kabupaten,kabupaten,kode_provinsi,provinsi,kode_pos,email,kebutuhan_khusus,status_sekolah,sk_pendirian_sekolah,tanggal_sk_pendirian,status_kepemilikan,yayasan,sk_izin_operasional,tanggal_sk_izin_operasional,rekening_atas_nama,mbs,kode_registrasi,npwp,nm_wp,keaktifan,wilayah_terpencil,wilayah_perbatasan,wilayah_transmigrasi,wilayah_adat_terpencil,wilayah_bencana_alam,wilayah_bencana_sosial,partisipasi_bos,akses_internet,akses_internet_2,akreditasi,akreditasi_sp_tmt,akreditasi_sp_sk,luas_tanah_milik,luas_tanah_bukan_milik,angkatan_psp
80484905-7bfe-e111-9f28-197d5ea28984,SLB NEGERI 2 LOMBOK TIMUR,50220483,SLB,SLB   ,Jalan Pariwisata,230305AF,Kesik,230305,Kec. Masbagik,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83661,slbnmasbagik@gmail.com,"A,B,C1,D,F,P,Q",Negeri,188.45/472/D1K/2010,2010-08-02,Pemerintah Daerah,Tidak Ada Data,188.45/472/D1K/2010,2010-08-02,SLB NEGERI MASBAGIK,1,5.812.307.164.795,002982452911000          ,SLB NEGERI MASBAGIK,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2024-07-22,104/BAN-PDM/SK/2024,6.880,0,0
60796de2-023c-e111-aa82-1980a3b42ae6,SD NEGERI 3 TENTE,50204091,SD,SD    ,Jln. Lintas Tente - Parado ,230603AE,Naru,230603,Kec. Woha,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84171,s.tente@yahoo.com,Tidak ada,Negeri,Tidak Ada Data,1948-08-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,Kepala Sekolah @ Komite,1,107.741.446.422.909,002926327912000          ,DINAS PENDIDIKAN PEMUDA DAN OLAHRAGA KABUPATEN BIMA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,C,NaT,104/BAN-PDM/SK/2024,5.200,0,0
009f6ae2-023c-e111-852b-198b706d2530,SD NEGERI INPRES BAKU,50204260,SD,SD    ,Dusun Baku,230610AH,SUMI,230610,Kec. Lambu,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84181,sdninpresbaku88@gmail.com,Tidak ada,Negeri,34.765/KT.8.006/1992,1992-12-31,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,DANABOSSDNKABUPATENBIMA...,1,61.339.156.213.406,004057295912000          ,sdn inpres baku,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,C,NaT,104/BAN-PDM/SK/2024,1.800,0,0
680e2f8d-4c3b-42d6-9a08-19907538e376,TK NEGERI PESA,69783946,TK,PAUD  ,JALAN LINTAS SAPE BIMA,230605AD,Pesa,230605,Kec. Wawo,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84181,tkkecubungpesakambilo2@gmail.com,Tidak ada,Negeri,188.45/834/06.1 TAHUN 2024,NaT,Yayasan,Perwakilan YPLP PGRI Kabupaten Bima,188.45/834/06.1 TAHUN 2024,NaT,69783946 TK KECUBUNG,0,155.233.244.691.276,031958911912000          ,TK KECUBUNG PESA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,40 Mb,Tidak Ada,B,2025-02-10,Tidak Ada Data,3,750,0
583f18ea-1a00-4707-88ac-1994255d2b70,TKS ISLAM DARUL YAQIN,60730252,TK,PAUD  ,JL. TGH. ABDUL KARIM,230104AC,GELOGOR,230104,Kec. Kediri,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83362,dyaqin_tk@yahoo.com,Tidak ada,Swasta,618/C/KEP/I/1983,NaT,Yayasan,Darul Yaqin,391/120.I.B/05/1999,NaT,60730252 TKS ISLAM DARUL YAQIN,0,257.389.862.846.490,032021560915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,B,2018-10-03,105/BAN PAUD DAN PNF/AKR/2018,252,40.000,0
80f79de4-023c-e111-8b20-1996452fb0ad,SEKOLAH MENENGAH PERTAMA NEGERI 2 BATULANTEH KECAMATAN BATULANTEH,50203327,SMP,SMP   ,Jln Bukit Bangle No. 1,230407AC,Baturotok,230407,Kec. Batulanteh,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84361,smp2batulanteh@rockmail.com,Tidak ada,Negeri,001a/O/1999,1999-01-01,Pemerintah Daerah,Tidak Ada Data,Nomor 9 Tahun 2025,NaT,SMPN2BATULANTEH...,1,256.228.704.355.904,002563575913000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,B,NaT,087/BAN-PDM/SK/2024,10.144,0,0
80e76ae2-023c-e111-b989-199b4ab33a2e,SDN. INPRES TENGA,50203967,SD,SD    ,Jl. Lintas Tente - Parado,230603AD,Tenga,230603,Kec. Woha,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84171,inprestengasdn@gmail.com,Tidak ada,Negeri,-,NaT,Pemerintah Pusat,Tidak Ada Data,188.4/281/01.1/B/2022,NaT,"Junaidin, S.Pd",1,277.347.712.378.924,004056305912000          ,SDN. INPRES TENGA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,NaT,104/BAN-PDM/SK/2024,6.400,0,0
f13d8c2c-0423-4f29-8ff1-19a5905e56d3,KB BINTANG HATI,69901778,KB,PAUD  ,Dusun Barebunik Timur,230210AA,Teratak,230210,Kec. Batukliang Utara,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83552,irfantahriah@gmail.com,Tidak ada,Swasta,141.IV Tahun 2014,2014-03-27,Lainnya,YPSDM MANAHIL AL IRFAN,141.IV Tahun 2014,2014-03-27,69901778 KB BINTANG HATI,0,48.980.846.256.900,730458114915000          ,PAUD BINTANG HATI,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,2022-12-11,100/BAN PAUD DAN PNF/AKR/2022,1,400,0
d0081bf2-0819-e211-b1bc-19ac0f7f3f7a,SMP Islam Al Ashriyah,50220574,SMP,SMP   ,JLN. PESONA GANG BANU SANUSI,230106AI,Sesela,230106,Kec. Gunung Sari,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83351,smpalashriyah@gmail.com,Tidak ada,Swasta,008/YBS/VII/2009,1910-01-01,Yayasan,Banu Sanusi,810/3169-DIKDAS/DIKPORA/2,2010-10-08,SMPALASHRIYAH-BOS...,1,266.197.925.894.408,030642425915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,200 Mb,Tidak Ada,B,2021-10-15,966/BAN-SM/SK/2021,373,0,0
5cd717d6-6bf9-4a15-a6ef-19ad6cb4492a,TK PGRI KETAPANG KEMBAR KARANG SIDEMEN,69770270,TK,PAUD  ,SELOJAN,230210AH,Karang Sidemen,230210,Kec. Batukliang Utara,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83552,rizqiyantiiqy@gmail.com,Tidak ada,Swasta,04864/1992,NaT,Yayasan,Perwakilan YPLP PGRI Kabupaten Lombok Tengah,04864/1992,NaT,69770270 TK PGRI KETAPANG KEMBAR,0,235.397.885.786.475,031843956915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,1 Gb,Tidak Ada,B,2019-12-03,201/BAN PAUD DAN PNF/AKR/2019,300,0,0
5adddec4-312b-4959-ae09-19b22f203691,KB TUNAS PETUNG BAYAN,70056404,KB,PAUD  ,DUSUN MONTONG BARU,230803AE,Bayan,230803,Kec. Bayan,230800,Kab. Lombok Utara,230000,Prov. Nusa Tenggara Barat,0,Tidak Ada Data,Tidak ada,Swasta,421.1/068/04/DIKBUDPORA/2025,2025-07-16,Yayasan,Tidak Ada Data,421.1/1993/04/DIKBUDPORA/2025,2025-07-16,Tidak Ada Data,0,216.461.475.457.841,Tidak Ada Data,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,Tidak diisi,NaT,Tidak Ada Data,900,0,0
800b83e1-023c-e111-8c3d-19b2f9c69dfd,SD NEGERI EMBOAN,50201053,SD,SD    ,Emboan,230201AE,Mangkung,230201,Kec. Praya Barat,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83572,sdnemboan2020@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1978-02-01,Pemerintah Daerah,Tidak Ada Data,-,1979-01-01,SDNEMBOAN...,1,247.952.949.918.722,001305572915000          ,BEND. SDN EMBOAN,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,40 Mb,Tidak Ada,C,2021-12-08,1347/BAN-SM/SK/2021,2.999,0,0
6028dae2-023c-e111-b625-19b67bfc34ce,SD NEGERI 43 CAKRANEGARA,50204394,SD,SD    ,"Jl. Pertanian 1 Tegal, Selagalas,Cakranegara",236006AG,Selagalas,236006,Kec. Sandubaya,236000,Kota Mataram,230000,Prov. Nusa Tenggara Barat,83237,sdn43cakra@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1983-07-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN 43 Cakranegara,1,249.426.608.143.362,002928489911000          ,BENDAHARA SDN 43 CAKRANEGARA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,A,2023-08-29,036/BAN-PDM/SK/2023,5.527.201,0,0
002ac8e1-023c-e111-9dfa-19bc0ed015d5,SD NEGERI 6 SELONG,50202538,SD,SD    ,Jl Hasanuddin Selong,230307AC,Khusus Kota Selong,230307,Kec. Selong,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83612,sdnegeri6selong@gmail.com,Tidak ada,Negeri,148/1977,NaT,Pemerintah Daerah,Tidak Ada Data,593.321.10/PRP/1985,1985-01-08,SDN6SELONGBOS...,1,248.249.814.367.234,003094554915000          ,SDN 6 SELONG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,10 Mb,Tidak Ada,B,NaT,087/BAN-PDM/SK/2024,2.572,0,0
369e1676-466e-490a-9339-19bd3b9d1647,SMP ISLAM ASWAJA SYAMSUL FALAH,70013909,SMP,SMP   ,"Jln. TGH. Al Hakim Jerneng, Desa Terong Tawah, Kec. Labuapi, Kab.Lombok Barat, N",230103AG,Terong Tawah,230103,Kec. Labuapi,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83361,smpislamaswajasf@gmail.com,Tidak ada,Swasta,001/YPP.SF/IX/2019,2019-10-09,Yayasan,YAYASAN SYAMSUL FALAH JERNENG,800/3070- Bid.SMP/Dikbud/2021,2021-01-13,Tidak Ada Data,1,129.839.515.725.382,834787160914000          ,YAYASAN SYAMSUL FALAH JERNENG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,300 Mb,Tidak Ada,B,2023-10-31,108/BAN-PDM/SK/2023,4.780,0,0
f03d69e2-023c-e111-bd53-19bdd52c4e0a,SD INPRES 2 RATO ,50204232,SD,SD    ,Jalan Jenderal Sudirman,230610AA,RATO,230610,Kec. Lambu,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,84182,rosmini.2rato@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1980-12-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,"SD NEGERI INPRES 2 RATO Cq. NURSEHA, S.Pd.SD.",1,198.693.913.258.701,002926327912000          ,DINAS DIKBUDPORA KABUPATEN BIMA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,500 Mb,Tidak Ada,B,2022-11-30,1857/BAN-SM/SK/2022,3.550,0,0
6a9d8165-74b1-4dea-88d0-19c3af97b74e,TK ELFATA FATHUL BAYAN,70057567,TK,PAUD  ,DASAN GELUMPANG,230803AB,Sukadana,230803,Kec. Bayan,230800,Kab. Lombok Utara,230000,Prov. Nusa Tenggara Barat,0,Tidak Ada Data,Tidak ada,Swasta,421.1/083/04/DIKBUDPORA/2025,2025-08-15,Lainnya,Tidak Ada Data,421.1/2472/04/DIKBUDPORA/2025,2025-08-15,Tidak Ada Data,0,111.607.366.201.716,Tidak Ada Data,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak diisi,Tidak diisi,Tidak diisi,NaT,Tidak Ada Data,300,0,0
a08dfee1-023c-e111-af29-19c720303a4a,SD NEGERI 2 SURABAYA UTARA,50202217,SD,SD    ,Montong Apit,230313AG,SURABAYA UTARA,230313,Kec. Sakra Timur,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83674,sdn4surabaya@gmail.com,Tidak ada,Negeri,01,1980-07-01,Pemerintah Daerah,Tidak Ada Data,188.45/461/DIKBUD/2020,2020-08-04,SDN4SURABAYA/BOS...,1,248.483.414.031.362,003094554915000          ,SDN 2 SURABAYA UTARA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,C,2023-12-12,119/BAN-PDM/SK/2023,3.300,0,0
80a7e704-0ec1-e111-97f0-19c99e8881a6,SD N MERTAK KESAMBIK,50201486,SD,SD    ,Dusun Mertak Kesambik,230209AD,Beber,230209,Kec. Batukliang,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83552,sdnmertakkesambik25@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1910-01-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDNMERTAKKESAMBIK...,1,5.392.994.189.582,001305572915000          ,SDN MERTAK KESAMBIK,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,B,2021-12-08,1347/BAN-SM/SK/2021,3.233,0,0
c042b6e1-023c-e111-871f-19cfe8aea734,SD NEGERI 2 LELONG,50201090,SD,SD    ,Lelong,230212AG,KELEBUH,230212,Kec. Praya Tengah,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83512,kadaganti1966@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1978-01-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN2LELONG...,1,248.172.920.192.002,005897566915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,B,2025-01-06,025/BAN-PDM/SK/2025,2.210,0,0
19bace04-72b9-477e-9b88-19d211b9f125,SMAS PARIWISATA TANJUNG,50200366,SMA,SMA   ,Jl. Raya Tanjung - Senggigi,230804AA,Malaka,230804,Kec. Pemenang,230800,Kab. Lombok Utara,230000,Prov. Nusa Tenggara Barat,83352,sma.pariwisata@gmail.com,Tidak ada,Swasta,91/YPWD/CAB-NTB/V/2000,2000-05-05,Yayasan,Pendidikan Wisata Dharma Nusa Tenggara Barat,421/89/Kesra/2002,NaT,SMAPARIWISATATANJUNG/BOS...,1,139.955.742.149.416,032179798915001          ,YAY. SMA PARIWISATA TANJUNG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,C,2021-12-08,1347/BAN-SM/SK/2021,1.000,85.000,0
d3d7a2fb-1a91-4d46-b5a1-19d402d2bb95,TK IT ANAK SOLEH,50219876,TK,PAUD  ,MALUK,230706AA,Maluk,230706,Kec. Maluk,230700,Kab. Sumbawa Barat,230000,Prov. Nusa Tenggara Barat,84352,tkitanaksholehmaluk@gmail.com,Tidak ada,Swasta,042.2/1056/DIKNAS/2006,NaT,Yayasan,YAYASAN BINAUL UMMAH,042.2/1056/DIKNAS/2006,NaT,50219876 TK IT ANAK SOLEH,0,276.676.824.240.410,029625399130000          ,Yayasan Pendidikan Islam Terpadu Binaul Ummah,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,C,2018-12-05,171/BAN PAUD DAN PNF/AKR/2018,54.756,100,0
f6bfc721-a959-4e06-b033-19d48122dd09,KB DESA PERMATA BUNDA ,69975502,KB,PAUD  ,Kantor Desa Masbagik Utara Baru,230305AJ,MASBAGIK UTARA BARU,230305,Kec. Masbagik,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83661,permatabunda.paudmub@gmail.com,Tidak ada,Swasta,903/PLS/2017,2018-06-15,Yayasan,LEMBAGA PENDIDIKAN,421.9/142.7/Dik IV.3 /2017,2017-12-13,69975502 KB DESA PERMATA BUNDA,0,37.141.802.801.577,821502127915000          ,PAUD DESA PERMATA BUNDA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2021-12-27,093/BAN PAUD DAN PNF/AKR/2021,1,2.975,0
b8877c03-227f-4db8-8b5c-19da80cbb05f,TKS PGRI LOPOK I,69759956,TK,PAUD  ,LINTAS SUMBAWA-BIMA KM.22,230426AA,Lopok,230426,Kec. Lopok,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84382,tkpgrilopok1@gmail.com,Tidak ada,Swasta,483/120.F5/I/89,NaT,Yayasan,Perwakilan YPLP PGRI Kabupaten Sumbawa,0,NaT,69759956 TKS PGRI LOPOK I,0,3.833.387.843.362,031808850913000          ,TK PGRI LOPOK I,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,B,2021-12-27,041/BAN PAUD DAN PNF/AKR/2021,1,780,0
403c4005-7bfe-e111-8672-19df8ad76b21,SD NEGERI 3 SELEBUNG KETANGGA,50202524,SD,SD    ,Selebung,230301AB,Selebung Ketangga,230301,Kec. Keruak,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83672,sdn6selebungketangga@yahoo.co.id,Tidak ada,Negeri,01,1910-01-01,Pemerintah Daerah,Tidak Ada Data,188.45/461/DIKBUD/2020,2020-08-04,SDN6SELEBUNGKETANGGABOS...,1,5.773.446.938.235,003094554915000          ,SDN 6 SELEBUNG KETANGGA,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,2021-12-08,1346/BAN-SM/SK/2021,3.249,0,0
60581fe2-023c-e111-9732-19e088bda661,SEKOLAH DASAR NEGERI MOKONG KECAMATAN MOYO HULU,50203261,SD,SD    ,Dusun Mokong,230410AF,Mokong,230410,Kec. Moyo Hulu,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84371,kurniawanirwan12011986@gmail.com,Tidak ada,Negeri,211/IMB/KPPT/2016,2016-03-23,Pemerintah Daerah,Tidak Ada Data,211/IMB/KPPT/2016,2016-03-23,SDN MOKONG,1,248.624.254.565.378,004752754913000          ,SDN MOKONG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2022-10-20,1453/BAN-SM/SK/2022,3.024,0,0
8a0524a1-3472-4912-953e-19e5ffcaa407,SMAS Islam Terpadu Faris Abdul Majid,70054485,SMA,SMA   ,Jln. Loang Maka II,230204AA,Loang Maka,230204,Kec. Janapria,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,0,Tidak Ada Data,Tidak ada,Swasta,421/8936.PSMA/DIKBUD,NaT,Yayasan,YAYASAN FARIS ABDUL MAJID,421.3 /433.PSMA/Dikbud,2025-02-07,Tidak Ada Data,0,177.176.083.853.876,8614419479150000         ,YAYASAN FARIS ABDUL MAJID,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,Tidak diisi,NaT,Tidak Ada Data,2.464,0,0
8005ece1-023c-e111-b9e1-19e88748a669,SD NEGERI 3 MONTONG BAAN SELATAN,50219348,SD,SD    ,Dasan Buwuh,230304AN,MONTONGBAAN SELATAN,230304,Kec. Sikur,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,83662,sdn6montongbaan@gmail.com,Tidak ada,Negeri,01,1980-12-31,Pemerintah Daerah,Tidak Ada Data,188.45/461/DIKBUD/2020,2020-08-04,SDN6MONTONGBAAN...,0,248.403.820.821.506,003094554915000          ,SDN 6 MONTONG BAAN,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3 Mb,Tidak Ada,B,2022-11-30,1857/BAN-SM/SK/2022,1.530,0,0
30410de2-023c-e111-a544-19ec664db7ed,SD NEGERI 1 TANJUNG,50200782,SD,SD    ,Karang Raden ,230801AG,Tanjung,230801,Kec. Tanjung,230800,Kab. Lombok Utara,230000,Prov. Nusa Tenggara Barat,83352,sekolah_dasar_negeri1_tanjung@yahoo.co.id,Tidak ada,Negeri,Tidak Ada Data,NaT,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN1TANJUNG/BOS...,1,248.546.556.132.354,001214618914000          ,SDN 1 TANJUNG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,40 Mb,Tidak Ada,B,2022-11-30,1857/BAN-SM/SK/2022,2.008,0,0
60a832e2-023c-e111-bba5-19ecb5c00a88,SD NEGERI 22 DOMPU,50203590,SD,SD    ,Dusun Owo,230502AF,Mbawi,230502,Kec. Dompu,230500,Kab. Dompu,230000,Prov. Nusa Tenggara Barat,84251,sdn22dompu@gmail.com,Tidak ada,Negeri,SK SDN 22 Dompu,1981-08-10,Pemerintah Pusat,Tidak Ada Data,SK SDN 22 Dompu,1910-01-01,sd 22 Dompu,1,264.106.151.534.606,000000000023000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2020-12-15,1334/BAN-SM/SK/2020,2.323,0,0
93e44f12-6e01-417d-8e66-19ed77600989,KB MAMPIS RUNGAN,69988217,KB,PAUD  ,DUSUN BRANG LOKA RT. 002 RW. 002,230422AF,Buin Baru,230422,Kec. Buer,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84353,paudmampisrungan2019@gmail.com,Tidak ada,Swasta,108,2012-10-30,Lainnya,LEMBAGA PENDIDIKAN ANAK USIA DINI MAMPIS RUNGAN DESA BUIN BARU,287/PAUD/DPMPTSP/2019,NaT,69988217 KB MAMPIS RUNGAN,0,20.134.346.555.758,316194612913000          ,PAUD MAMPIS RUNGAN,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak Ada,Tidak Ada,C,2022-12-11,100/BAN PAUD DAN PNF/AKR/2022,900,0,0
602f93e1-023c-e111-908f-19edf4edcff6,SD NEGERI SINTUNG TIMUR,50201332,SD,SD    ,Sintung Timur,230208AB,Sintung,230208,Kec. Pringgarata,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,83562,DendimelonkVR46@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1928-08-28,Pemerintah Pusat,Tidak Ada Data,-,1910-01-01,SDN SINTUNG TIMUR,1,248.022.271.278.082,001305572915000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,2023-04-28,582/BAN-SM/SK/2023,2.400,0,0
f0a138e1-023c-e111-ae74-19efc6b61dc6,SDN 3 MONTONG ARE,50200301,SD,SD    ,Jl. Tgh. Ibrahim Al- Khalidy Nyiur Gading Kediri,230104AG,MONTONG ARE,230104,Kec. Kediri,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83362,sdn3montongare3@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1983-06-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN3MONTONGAREBOS...,1,247.633.351.293.954,003174869914000          ,Bend. SDN 3 Montong Are,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,50 Mb,Tidak Ada,B,2025-01-06,025/BAN-PDM/SK/2025,2.668,0,0
900f2fe2-023c-e111-8a43-19effe7120d2,SEKOLAH DASAR NEGERI SILI KECAMATAN TARANO,50203352,SD,SD    ,Dusun Sili,230425AG,Mata,230425,Kec. Tarano,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84385,sdnsili40@gmail.com,Tidak ada,Negeri,54,1986-12-31,Pemerintah Daerah,Tidak Ada Data,Nomor 54 Tahun 2022,NaT,SDNSILI...,1,248.691.752.451.074,003105715913000          ,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,C,NaT,104/BAN-PDM/SK/2024,3.600,0,0
60a936e2-023c-e111-ab2b-19f269076ce3,SD NEGERI 01 KEMPO,50203741,SD,SD    ,Jl. Diponegoro Kempo,230505AB,TAA,230505,Kec. Kempo,230500,Kab. Dompu,230000,Prov. Nusa Tenggara Barat,84261,sdn1kempo@gmail.com,Tidak ada,Negeri,Tidak Ada Data,1935-08-01,Pemerintah Daerah,Tidak Ada Data,-,1910-01-01,SDN NO.01 Kempo,1,256.944.189.182.753,002772036912000          ,Dinas Pendidikan Pemuda dan Olahraga Kabupaten Dompu,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,30 Mb,Tidak Ada,B,2021-12-08,1346/BAN-SM/SK/2021,4.159,0,0
e8a139de-f8e7-4331-b75e-19f7b6d640f5,KB PERMADANI BINA HARAPAN,70038575,KB,PAUD  ,Jl. Pahlawan Lendang Re,230105AE,Sembung,230105,Kec. Narmada,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,83369,kbpermadanibinaharapan@gmail.com,Tidak ada,Swasta,001/YPBH/LR/IV/2022,2022-07-02,Yayasan,Tidak Ada Data,821/643- PAUDPNF & DIKMAS/DIKBUD/2022,2022-12-05,Tidak Ada Data,0,244.339.110.897.656,Tidak Ada Data,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,20 Mb,Tidak Ada,C,2025-02-10,Tidak Ada Data,900,0,0
40779be4-023c-e111-b95e-19fb152a1ad9,SEKOLAH MENENGAH PERTAMA NEGERI 3 EMPANG KECAMATAN EMPANG,50203290,SMP,SMP   ,"Jalan Raya Sumbawa-Bima Km 92,5 Empang",230414AF,Lamenta,230414,Kec. Empang,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,84384,smpntigaempang@gmail.com,Tidak ada,Negeri,1857,2002-12-03,Pemerintah Daerah,Tidak Ada Data,1857,2002-12-03,SMPNEGERI3EMPANG...,1,251.356.371.762.178,003488061913000          ,SMP NEGERI 3 EMPANG,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,200 Mb,Tidak Ada,B,2021-12-08,1347/BAN-SM/SK/2021,1.813,0,0
58ece4d5-6800-42ab-8631-1a16d5ef7e0d,SMA PLUS HIDAYATUL MUBTADI IN,70058057,SMA,SMA   ,Jln. Sangkawati - Pagutan,230209AE,Pagutan,230209,Kec. Batukliang,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,0,Tidak Ada Data,Tidak ada,Swasta,01 Tahun 2024,NaT,Yayasan,Yayasan Pondok Pesantren Assyafiiyah Hidayatul Mubtadi In Sangkawati,100.3.3/6840.PSMA/Dikbud,2025-08-04,Tidak Ada Data,0,235.179.194.450.024,Tidak Ada Data,Tidak Ada Data,1,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak diisi,Tidak diisi,Tidak diisi,NaT,Tidak Ada Data,2.500,0,0
